Hotel Name,Booking URL
Test_links,https://www.booking.com/hotel/ca/la-seigneurie-de-la-valcartier.en-gb.html?aid=397594&label=gog235jc-10CAEoggI46AdIM1gDaMIBiAEBmAEzuAEZyAEP2AED6AEB-AEBiAIBqAIBuAKFr_bEBsACAdICJDdjN2E1MTg3LWVjYTgtNGE1Zi1iMjQxLWVlYWYxYWU3NThkM9gCAeACAQ&sid=58818b1613958cb04e318c709dc9aaf0&dest_id=2550794&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1755158427&srpvid=d714e0f9df22d5d4035a44166fc24167&type=total&ucfs=1&#tab-reviews
